HiRISKDB_ID,Name,Type,Category,Latitude,Longitude,min Elevation,Elevation,max Elevation,Country,Data owner/Data manager,Manager email,Data Access Quality,Data Access (URL),Data Publication,Activity,Physical Variables,Socioeconomic dimensions,Hazard data,Start Date,End Date,Temporal frequency (highest)
562870,YA'AN,Single,Climate,29.983,103,,629,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1956,2022,daily
563120,NYINGCHI,Single,Climate,29.567,94.467,,3001,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1956,2022,daily
563150,DABBA SOUTHWEST,Single,Climate,29.033,100.167,,4553,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1957,1963,daily
563570,DAOCHENG,Single,Climate,29.05,100.3,,3729,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1964,2022,daily
563740,KANGDING,Single,Climate,30.05,101.967,,2617,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1957,2022,daily
563760,HAN-YUAN-CHIEH EAST,Single,Climate,29.583,102.717,,2209,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1960,1961,daily
563850,EMEI SHAN,Single,Climate,29.517,103.333,,3049,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1956,2022,daily
564410,BAME NORTHWEST,Single,Climate,28.883,98.583,,4413,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1960,1964,daily
564590,TU-ZHA,Single,Climate,28.15,100.933,,2743,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1959,1997,daily
564625,DAYONG,Single,Climate,29.133,100.483,,900,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,2007,2020,daily
564750,YUEXE,Single,Climate,28.617,102.6,,1736,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1957,1997,daily
565330,LA-WAN,Single,Climate,27.683,98.35,,3352,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1959,1997,daily
565430,ZHONGDIAN,Single,Climate,27.7,99.7,,3001,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1959,1997,daily
565480,WEIXI,Single,Climate,27.217,99.317,,2743,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1957,1997,daily
565650,YANYUAN,Single,Climate,27.433,101.533,,2591,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1959,1997,daily
567410,LIU-KU,Single,Climate,25.783,98.85,,2377,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1959,1997,daily
CHM00051334,JINGHE,Single,Climate,44.617,82.9,,321,,China,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Active,"T, P, SD",NA,NA,1956,2024,daily
CHM00051431,YINING,Single,Climate,43.95,81.333,,664,,China,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Active,"T, P, SD",NA,NA,1951,2023,daily
CHM00051463,WULUMUQI,Single,Climate,43.8,87.65,,947,,China,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Active,"T, P, SD",NA,NA,1951,2024,daily
CHM00052602,LENGHU,Single,Climate,38.833,93.383,,2771,,China,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Active,"T, P, SD",NA,NA,1956,2024,daily
CHM00052754,GANGCA,Single,Climate,37.333,100.133,,3302,,China,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Active,"T, P, SD",NA,NA,1957,2024,daily
CHM00052787,WUSHAOLING,Single,Climate,37.2,102.867,,3044,,China,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Active,"T, P, SD",NA,NA,1951,2024,daily
CHM00052836,DULAN,Single,Climate,36.3,98.1,,3192,,China,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Active,"T, P, SD",NA,NA,1954,2024,daily
CHM00052866,XINING,Single,Climate,36.617,101.767,,2296,,China,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Active,"T, P, SD",NA,NA,1954,2024,daily
CHM00052955,GUINAN,Single,Climate,35.583,100.75,,3123,,China,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Active,"T, P, SD",NA,NA,1999,2024,daily
CHM00052957,TONGDE,Single,Climate,35.27,100.65,,3289,,China,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,"T, P, SD",NA,NA,1954,1998,daily
CHM00055228,SHIQUANHE,Single,Climate,32.5,80.083,,4280,,China,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Active,"T, P, SD",NA,NA,1962,2024,daily
CHM00055279,BAINGOIN,Single,Climate,31.367,90.017,,4701,,China,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Active,"T, P, SD",NA,NA,1956,2023,daily
CHM00055299,NAGQU,Single,Climate,31.483,92.067,,4508,,China,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Active,"T, P, SD",NA,NA,1954,2024,daily
CHM00055472,XAINZA,Single,Climate,30.95,88.633,,4670,,China,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Active,"T, P, SD",NA,NA,1973,2023,daily
CHM00055578,XIGAZE,Single,Climate,29.25,88.883,,3837,,China,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Active,"T, P, SD",NA,NA,1955,2024,daily
CHM00055591,LHASA,Single,Climate,29.667,91.133,,3650,,China,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Active,"T, P, SD",NA,NA,1955,2024,daily
CHM00056004,TUOTUOHE,Single,Climate,34.217,92.433,,4535,,China,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Active,"T, P, SD",NA,NA,1956,2024,daily
CHM00056021,QUMARLEB,Single,Climate,34.133,95.783,,4176,,China,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Active,"T, P, SD",NA,NA,1956,2024,daily
CHM00056029,YUSHU,Single,Climate,33,96.967,,3717,,China,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Active,"T, P, SD",NA,NA,1951,2024,daily
CHM00056033,MADOI,Single,Climate,34.917,98.217,,4273,,China,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Active,"T, P, SD",NA,NA,1953,2024,daily
CHM00056046,DARLAG,Single,Climate,33.75,99.65,,3968,,China,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Active,"T, P, SD",NA,NA,1956,2024,daily
CHM00056106,SOG XIAN,Single,Climate,31.883,93.783,,4024,,China,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Active,"T, P, SD",NA,NA,1957,2023,daily
CHM00056116,DENGQEN,Single,Climate,31.417,95.6,,3874,,China,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Active,"T, P, SD",NA,NA,1954,2024,daily
CHM00056137,QAMDO,Single,Climate,31.15,97.167,,3307,,China,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Active,"T, P, SD",NA,NA,1956,2024,daily
CHM00056146,GARZE,Single,Climate,31.617,100,,3394,,China,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Active,"T, P, SD",NA,NA,1951,2023,daily
CHM00056172,BARKAM,Single,Climate,31.9,102.233,,2666,,China,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Active,"T, P, SD",NA,NA,1953,2023,daily
CHM00056257,LITANG,Single,Climate,30,100.267,,3950,,China,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Active,"T, P, SD",NA,NA,1952,2024,daily
CHM00056444,DEQEN,Single,Climate,28.45,98.883,,3320,,China,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Active,"T, P, SD",NA,NA,1953,2024,daily
CHM00056462,JIULONG,Single,Climate,29,101.5,,2994,,China,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Active,"T, P, SD",NA,NA,1952,2024,daily
CHM00056571,XICHANG,Single,Climate,27.9,102.267,,1599,,China,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Active,"T, P, SD",NA,NA,1951,2024,daily
CHM00056651,LIJING,Single,Climate,26.833,100.467,,2394,,China,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Active,"T, P, SD",NA,NA,1951,2024,daily
CN_2_00001,TCON,Network,"Climate, Hydrology, Cryosphere",33.01,91.974,5050,5230,6140,China,CAS,hxb@lzb.ac.cn,AVAILABLE,,https://globalcryospherewatch.org/cryonet/sitepage.php?surveyid=17,Active,"T, P, RH, W, Q, MB, ET, RAD",NA,NA,1989,2024,hourly
CN_2_00002,Tuotuo He,Network,"Climate, Hydrology, Cryosphere",34.216841,92.433411,,4540,,China,CMA,,RESTRICTED,http://data.cma.cn/,,Active,"T, RH  P, Q",NA,NA,1961,2024,hourly
CN_2_00003,Hulu,Network,"Climate, Hydrology, Cryosphere",38.1,99.8,2980,,4800,China,Lanzhou University,crs2008@lzb.ac.cn,OPEN,http://hhsy.casnw.net/,https://doi.org/10.2136/vzj2018.03.0058,Active,"T, RH, P, Q, RAD",NA,NA,2008,2024,hourly
CN_2_00004,Mahan,Network,"Climate, Cryosphere",35.6,103.9,,3670,,China,CAS,thuawu@lzb.ac.cn,OPEN,https://doi.org/10.11888/Cryos.tpdc.271838,https://doi.org/10.5194/essd-14-1257-2022,Active,"T, RH, P, SM, ST",NA,NA,2009,2020,hourly
CN_2_00005,QLCON,Network,"Climate, Cryosphere",39.498718,96.521928,,4200,,China,?,?,OPEN,http://60.245.210.47/en/data/c108b99a-9410-4842-897f-f031ac8629a0/?q=,,?,"T, RH, MB",NA,NA,2014,2018,daily
CN_2_00006,Naqu,Network,"Climate, Ecology",31.37,91.9,,4500,,China,Tsechoe Dorji,tsechoedorji@itpcas.ac.cn,RESTRICTED,,,Active,"T, P",NA,NA,2001,2024,hourly
CN_2_00007,QOMS,Network,Climate,28.36,86.95,4276,,6523,China,Yaoming Ma,ymma@itpcas.ac.cn,FAIR,https://data.tpdc.ac.cn/en/data/b9ab35b2-81fb-4330-925f-4d9860ac47c3/,https://doi.org/10.5194/essd-12-2937-2020,Active,"T, P, RAD, W, RH, SM, ST",NA,NA,2005,2016,hourly
CN_2_00008,SETORS,Network,Climate,29.77,94.73,3267,,3760,China,Yaoming Ma,ymma@itpcas.ac.cn,FAIR,https://doi.org/10.11922/sciencedb.00103,https://doi.org/10.5194/essd-12-2937-2020,Active,"T, P, RH, W, SM, ST, RAD",NA,NA,2007,2016,hourly
CN_2_00009,MAWORS,Network,Climate,38.41,75.05,3626,,4327,China,Wang Yuanwei,wangyuanwei@itpcas.ac.cn,FAIR,"http://60.245.210.47/en/data/f62451d7-ddb4-4578-b331-c35fe5f8eeb3/?q=, https://doi.org/10.11922/sciencedb.00103","10.11888/AtmosEnviron.tpe.00000045.file, https://doi.org/10.5194/essd-12-2937-2020",Active,"T, P, RH, W, RAD, SM, ST",NA,NA,2010,2016,hourly
CN_2_00009,Parlung No 4,Network,"Climate, Hydrology",29.276,96.946,,4600,,China,Shenghai Li,shl@itpcas.ac.cn,RESTRICTED,,https://doi.org/10.1002/hyp.10696,Unknown,"T, P, W, RAD, Q",Na,NA,2008,2012,hourly
CN_2_00010,NADORS,Network,Climate,33.39,79.7,4211,,4308,China,Yaoming Ma,ymma@itpcas.ac.cn,FAIR,https://doi.org/10.11922/sciencedb.00103,https://doi.org/10.5194/essd-12-2937-2020,Active,"T, P, RH, W, SM, ST, RAD",NA,NA,2009,2016,hourly
CN_2_00011,NAMORS,Network,Climate,30.77,90.98,4697,,4806,China,Yaoming Ma,ymma@itpcas.ac.cn,FAIR,https://doi.org/10.11922/sciencedb.00103,https://doi.org/10.5194/essd-12-2937-2020,Active,"T, P, RH, W, SM, ST, RAD",NA,NA,2005,2016,hourly
CN_2_00012,Heihe,Network,"Climate, Hydrology",38.05,100.46,1674,,5108,China,Li Xin,xinli@itpcas.ac.cn,FAIR,https://doi.org/10.3972/hiwater.001.2019.db,https://doi.org/10.5194/essd-11-1483-2019,Active,"T, P, Q, RH, RAD, W, SD, SWE, SM, ST",NA,NA,2014,2017,hourly
CN_2_00013,Xinyuan,Network,"Cryosphere, Hazards",43.259854,84.401834,,1798,,China,Li Lanhai,lilh@ms.xjb.ac.cn,RESTRICTED,http://english.egi.cas.cn/rs/sr/tsar/,,Active,"SD, SC, T",NA,avalanche,1967,2024,?
CN_2_00014,Qira,Network,"Ecology, Climate",37.015456,80.728849,,1360,,China,Lei Jiaqiang,desert@ms.xjb.ac.cn,RESTRICTED,http://english.egi.cas.cn/rs/sr/cdrs/,,Active,"T, P",NA,NA,1983,2024,NA
CN_2_00015,Fukang,Network,"Climate, Cryosphere",44.153786,88.019112,,560,,China,Li Yan,liyan@ms.xjb.ac.cn,RESTRICTED,http://english.egi.cas.cn/rs/sr/nfo/,,Active,"T, P, SD",NA,NA,1987,2024,NA
CN_2_00016,ETCON,Network,"Climate, Cryosphere, Hydrology",43.115979,86.837615,3300,,4400,China,,,RESTRICTED,,https://globalcryospherewatch.org/reference/documents/files/High-Asia_cryosphere_network_2012.pdf,Active,"T, P, SD, MB, RH",NA,NA,1959,2024,hourly
CN_2_00017,CRS_Maxian,Network,"Climate, Cryosphere",35.725979,103.988978,,3560,,China,,,RESTRICTED,,https://globalcryospherewatch.org/reference/documents/files/High-Asia_cryosphere_network_2012.pdf,Active,"T, P, SD, W, RH, GT",NA,NA,2005,2024,hourly
CN_2_00018,CRS_Tianshui,Network,"Climate, Cryosphere",35.583686,79.884658,,5650,,China,,,RESTRICTED,,https://globalcryospherewatch.org/reference/documents/files/High-Asia_cryosphere_network_2012.pdf,Active,"T, P, SD, W, RH, GT",NA,NA,2005,2024,hourly
CN_2_00019,CRS_Daxigou,Network,"Climate, Cryosphere",43.16703,86.924569,,NA,,China,,,RESTRICTED,,https://globalcryospherewatch.org/reference/documents/files/High-Asia_cryosphere_network_2012.pdf,Active,"T, P, SD, W, RH, GT",NA,NA,2005,2024,hourly
CN_2_00020,CRS_Wenquan,Network,"Climate, Cryosphere",35.334727,99.081269,,NA,,China,,,RESTRICTED,,https://globalcryospherewatch.org/reference/documents/files/High-Asia_cryosphere_network_2012.pdf,Active,"T, P, SD, W, RH",NA,NA,2005,2024,hourly
CN_2_00021,SETCON,Network,"Climate, Cryosphere",27.176327,100.225741,,NA,,China,,,RESTRICTED,,https://globalcryospherewatch.org/reference/documents/files/High-Asia_cryosphere_network_2012.pdf,Active,"T, P, SD, W, RH",NA,NA,2006,2024,hourly
CN_2_00022,Bayi,Network,"Climate, Cryosphere",39.01,98.88,3850,,4650,China,Han chuntan,hancht@lzb.ac.cn,AVAILABLE,http://www.bdc.ac.cn/portal/metadata/47121bb4-562c-4693-9513-92a7143223c9,,Active,"T, RH, W, P",NA,NA,2020,2023,daily
CN_1_00001,August 1 Glacier,Single,"Climate, Cryosphere",39.02,98.89,,4520,,China,Guo shuhai,guoshuhai@lzb.ac.cn,AVAILABLE,https://data.tpdc.ac.cn/zh-hans/data/db63e7e3-a4a6-480c-a3ee-ca9979aa5663, https://cstr.cn/18406.11.Cryos.tpdc.300789,Active,"W, T, RH, MB",NA,NA,2017,2021,hourly
CN_EWS_00001,Sedongpu,EWS,Debris flow,29.748661,94.93956,,2763,,China,Wei Yang,yangww@itpcas.ac.cn,RESTRICTED,,https://doi.org/10.5194/nhess-23-3015-2023,Active,"Q, Camera, T, P, RAD",NA,"DF, avalanche",2019,2024,hourly
CN_EWS_00002,Kyagar,EWS,GLOF,35.71,77.01,,4600,,China,,,NA,,10.3189/2014 AoG66A001,Defunct,"Q, Camera",NA,GLOF,2015,2018,NA
CN_EWS_00003,Cirenmaco,EWS,GLOF,28.073856,86.057142,,4612,,China,Weicai Wang,weicaiwang@itpcas.ac.cn,AVAILABLE,http://holo-earth.cn:9022/,https://doi.org/10.1016/j.ijdrr.2022.102914,Active,"Q, Camera, T, P, RAD, W",NA,NA,2021,2024,NA
420260,GULMARG,Single,Climate,34.05,74.4,,2655,,India,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1944,2022,daily
420340,LEH         ,Single,Climate,34.15,77.567,,3513,,India,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1944,1948,daily
420420,SRINAGAR,Single,Climate,33.983,74.783,,1664,,India,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1988,2019,daily
420590,DALHOUSIE,Single,Climate,32.533,75.967,,1959,,India,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1944,2006,daily
420770,UNA,Single,Climate,31.467,76.267,,369,,India,ISD,,EXT_NET,"https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global, https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily",,Unknown,"T, P",NA,NA,1901,2022,daily
420780,MANDI,Single,Climate,31.717,76.967,,761,,India,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1959,2022,daily
420790,SUNDERNAGAR,Single,Climate,31.533,76.9,,874,,India,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,2013,2022,daily
420800,BILASPUR,Single,Climate,31.25,76.667,,587,,India,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1959,1997,daily
421080,UTTARKASHI,Single,Climate,30.733,78.45,,1200,,India,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1999,2019,daily
421170,CHAMOLI,Single,Climate,30.4,79.333,,1160,,India,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1999,2020,daily
422990,GANGTOK,Single,Climate,27.333,88.617,,1756,,India,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1974,2022,daily
423050,BOMDILA,Single,Climate,27.417,92.85,,2484,,India,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,2002,2020,daily
423120,ZIRO,Single,Climate,27.917,94.8,,1476,,India,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,2001,2017,daily
427051,KULLU MANALI,Single,Climate,31.877,77.154,,1089.1,,India,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,2004,2022,daily
427053,LEH,Single,Climate,34.136,77.547,,3255.9,,India,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,2006,2022,daily
IN_1_00001,Baghirati,Single,Climate,30.715852,79.161979,,NA,,India,Wadia,?,AVAILABLE,,,Defunct,"T, P, RH, W",NA,NA,2011,?,daily
IN_2_00001,Dokriani,Network,"Climate, Hydrology, Cryosphere",30.909924,78.816117,2540,,4364,India,Wadia,?,AVAILABLE,,,?,"T, P, RH, W, Q, MB",NA,NA,2011,?,daily
IN_2_00002,Chhota Shigri,Network,"Climate, Cryosphere, Hydrology",32.245853,77.520967,,4863,,India,IIT,farooqazam@iiti.ac.in,AVAILABLE,,https://doi.org/10.1017/jog.2020.42 ,Active,"T, RH, W, RAD, SD, MB, Q",NA,NA,2002,2023,hourly
IN_2_00003,South Pullu,Network,"Climate, Cryosphere",34.25,77.62,,4727,,India,IIT Roorkee,? johnn.nith@gmail.com,RESTRICTED,,https://doi.org/10.1016/j.scitotenv.2019.134631,?,"T, RH, RAD, W, SD",NA,NA,2015,2017,hourly
IN_EWS_00001,South Lonak,EWS,GLOF,27.938729,88.337941,,5080,,India,,,AVAILABLE,,,Defunct,"Q, Camera, T, P, RH, RAD, W",NA,GLOF,2023,2023,NA
IN002010100,BOMDILA,Single,Climate,27.27,92.43,,2484,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1965,1970,daily
IN002050800,DENNING,Single,Climate,27.87,94.83,,98,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1929,1951,daily
IN004020500,GAUNAHA,Single,Climate,27.35,84.52,,374,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1957,1970,daily
IN006011400,CHANDIGARH(IAFB),Single,Climate,30.733,76.883,,347,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Active,"T, P",NA,NA,1974,2024,daily
IN006011501,KALKA,Single,Climate,30.83,76.93,,686,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1951,1969,daily
IN007011800,BILASPUR,Single,Climate,31.33,76.75,,587,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1954,1969,daily
IN007020700,CHOWARI,Single,Climate,32.45,76.02,,716,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1951,1969,daily
IN007030100,DEHRA GOPIPUR,Single,Climate,31.88,76.22,,436,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1901,1969,daily
IN007030200,PALAMPUR,Single,Climate,32.13,76.53,,1217,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1901,1969,daily
IN007030400,KANGRA,Single,Climate,32.1,76.25,,701,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1901,1969,daily
IN007030500,DHARMSALA LOWER,Single,Climate,32.22,76.32,,1745,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1901,1969,daily
IN007030800,NURPUR,Single,Climate,32.3,75.92,,616,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1901,1969,daily
IN007031000,DHARMSALA,Single,Climate,32.267,76.383,,1211,,India,GHCNd,,EXT_NET,"https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily, https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global",,Unknown,"T, P",NA,NA,1951,2022,daily
IN007031300,HAMIRPUR,Single,Climate,31.7,76.53,,786,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1901,1969,daily
IN007031500,DHARMSALA UPPER,Single,Climate,31.82,76.08,,899,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1932,1965,daily
IN007040100,CHINI(KALPA),Single,Climate,31.53,78.25,,2781,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1951,1969,daily
IN007040200,KILBA,Single,Climate,31.5,78.13,,2592,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1901,1969,daily
IN007040300,SANGLA,Single,Climate,31.42,78.27,,2670,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1951,1969,daily
IN007040400,PURBANI,Single,Climate,31.62,78.33,,2591,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1951,1969,daily
IN007041100,NICHAR,Single,Climate,31.55,77.97,,2416,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1930,1969,daily
IN007050200,BANJAR(SARAJ-TEH),Single,Climate,31.63,77.33,,1520,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1901,1969,daily
IN007050300,KULU,Single,Climate,31.95,77.12,,1236,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1901,1969,daily
IN007050600,MANALI,Single,Climate,32.267,77.167,,2039,,India,GHCNd,,EXT_NET,"https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily, https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global",,Defunct,"T, P",NA,NA,1968,2022,daily
IN007052500,BHUNTAR,Single,Climate,31.83,77.17,,1067,,India,GHCNd,,EXT_NET,"https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily, https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global",,Defunct,"T, P",NA,NA,1964,2022,daily
IN007060200,GONDLA,Single,Climate,32.52,77.03,,3144,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1951,1970,daily
